ID,start_date,year,month,initiator_country,incident_type,receiver_country,receiver_category,receiver_category_subcode,receiver_region
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United States,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United States,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United States,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United States,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United States,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United Kingdom,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United Kingdom,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United Kingdom,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United Kingdom,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United Kingdom,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United Kingdom,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Canada,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Canada,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Canada,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Canada,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Canada,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Canada,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Taiwan,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Taiwan,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Taiwan,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Taiwan,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Taiwan,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Taiwan,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Singapore,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Singapore,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Singapore,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Singapore,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Singapore,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Singapore,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Switzerland,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Switzerland,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Switzerland,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Switzerland,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Switzerland,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Switzerland,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Belgium,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Belgium,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Belgium,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Belgium,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Belgium,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Belgium,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Israel,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Israel,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Israel,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Israel,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Israel,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Israel,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,India,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,India,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,India,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,India,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,India,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,India,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Japan,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Japan,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Japan,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Japan,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Japan,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,Japan,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Russia,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Russia,State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Russia,Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Russia,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Kazakhstan,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Kazakhstan,State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Kazakhstan,Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Kazakhstan,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Azerbaijan,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Azerbaijan,State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Azerbaijan,Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Azerbaijan,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Belgium,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Belgium,State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Belgium,Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Belgium,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,India,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,India,State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,India,Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,India,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Afghanistan,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Afghanistan,State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Afghanistan,Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Afghanistan,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Armenia,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Armenia,State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Armenia,Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Armenia,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,"Iran, Islamic Republic of",State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,"Iran, Islamic Republic of",State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,"Iran, Islamic Republic of",Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,"Iran, Islamic Republic of",Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Turkmenistan,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Turkmenistan,State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Turkmenistan,Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Turkmenistan,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Ukraine,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Ukraine,State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Ukraine,Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,China,Data theft,Ukraine,Corporate Targets,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,Russia,Data theft,Russia,State institutions / political system,Government / ministries,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,Russia,Data theft,Russia,State institutions / political system,Military,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,2007.0,1.0,Russia,Data theft,Russia,Critical infrastructure,Energy,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
